	countsort_seq took: 0.011 ms
	countsort_ocl took: 0.305 ms
	countsort_seq took: 0.027 ms
	countsort_ocl took: 0.785 ms
	countsort_seq took: 0.041 ms
	countsort_ocl took: 1.037 ms
	countsort_seq took: 0.054 ms
	countsort_ocl took: 1.264 ms
	countsort_seq took: 0.059 ms
	countsort_ocl took: 1.511 ms
	countsort_seq took: 0.080 ms
	countsort_ocl took: 1.751 ms
	countsort_seq took: 0.079 ms
	countsort_ocl took: 1.990 ms
	countsort_seq took: 0.106 ms
	countsort_ocl took: 2.226 ms
	countsort_seq took: 0.101 ms
	countsort_ocl took: 2.464 ms
	countsort_seq took: 0.123 ms
	countsort_ocl took: 2.709 ms
	countsort_seq took: 0.134 ms
	countsort_ocl took: 3.256 ms
	countsort_seq took: 0.136 ms
	countsort_ocl took: 3.183 ms
	countsort_seq took: 0.135 ms
	countsort_ocl took: 3.432 ms
	countsort_seq took: 0.178 ms
	countsort_ocl took: 3.673 ms
	countsort_seq took: 0.175 ms
	countsort_ocl took: 4.261 ms
	countsort_seq took: 0.268 ms
	countsort_ocl took: 4.194 ms
	countsort_seq took: 0.231 ms
	countsort_ocl took: 4.425 ms
	countsort_seq took: 0.179 ms
	countsort_ocl took: 4.653 ms
	countsort_seq took: 0.220 ms
	countsort_ocl took: 4.888 ms
	countsort_seq took: 0.278 ms
	countsort_ocl took: 5.135 ms
	countsort_seq took: 0.279 ms
	countsort_ocl took: 5.386 ms
	countsort_seq took: 0.383 ms
	countsort_ocl took: 5.644 ms
	countsort_seq took: 0.306 ms
	countsort_ocl took: 5.833 ms
	countsort_seq took: 0.332 ms
	countsort_ocl took: 6.099 ms
	countsort_seq took: 0.291 ms
	countsort_ocl took: 6.213 ms
	countsort_seq took: 0.304 ms
	countsort_ocl took: 6.563 ms
	countsort_seq took: 0.371 ms
	countsort_ocl took: 6.793 ms
	countsort_seq took: 0.500 ms
	countsort_ocl took: 7.072 ms
	countsort_seq took: 0.367 ms
	countsort_ocl took: 7.305 ms
	countsort_seq took: 0.365 ms
	countsort_ocl took: 7.545 ms
	countsort_seq took: 0.399 ms
	countsort_ocl took: 7.779 ms
	countsort_seq took: 0.637 ms
	countsort_ocl took: 7.964 ms
	countsort_seq took: 0.397 ms
	countsort_ocl took: 8.259 ms
	countsort_seq took: 0.456 ms
	countsort_ocl took: 8.481 ms
	countsort_seq took: 0.403 ms
	countsort_ocl took: 8.770 ms
	countsort_seq took: 0.451 ms
	countsort_ocl took: 8.933 ms
	countsort_seq took: 0.476 ms
	countsort_ocl took: 9.058 ms
	countsort_seq took: 0.591 ms
	countsort_ocl took: 9.276 ms
	countsort_seq took: 0.453 ms
	countsort_ocl took: 9.565 ms
